"tot_ext","ext_basals","ext_night","ext_cresp","ext_day","x","light","temperature","light.effect","S","replicate"
47,17,9,11,10,0.3,0.3,25,"N",2,60
47,17,9,11,10,0.35,0.35,25,"N",2,60
47,17,9,11,10,0.4,0.4,25,"N",2,60
47,17,9,11,10,0.45,0.45,25,"N",2,60
47,17,9,11,10,0.5,0.5,25,"N",2,60
15,14,0,0,1,0,0,20,"N",5,60
15,14,0,0,1,0.05,0.05,20,"N",5,60
15,14,0,0,1,0.1,0.1,20,"N",5,60
14,13,0,0,1,0.15,0.15,20,"N",5,60
14,13,0,0,1,0.2,0.2,20,"N",5,60
13,12,0,0,1,0.25,0.25,20,"N",5,60
12,12,0,0,0,0.3,0.3,20,"N",5,60
11,11,0,0,0,0.35,0.35,20,"N",5,60
11,11,0,0,0,0.4,0.4,20,"N",5,60
11,11,0,0,0,0.45,0.45,20,"N",5,60
20,14,3,1,2,0.5,0.5,20,"N",5,60
17,11,3,1,2,0,0,25,"N",5,60
17,11,3,1,2,0.05,0.05,25,"N",5,60
18,11,4,1,2,0.1,0.1,25,"N",5,60
16,10,3,1,2,0.15,0.15,25,"N",5,60
16,10,3,1,2,0.2,0.2,25,"N",5,60
16,10,3,1,2,0.25,0.25,25,"N",5,60
16,10,3,1,2,0.3,0.3,25,"N",5,60
16,10,3,1,2,0.35,0.35,25,"N",5,60
15,10,3,1,1,0.4,0.4,25,"N",5,60
13,9,2,1,1,0.45,0.45,25,"N",5,60
13,9,2,1,1,0.5,0.5,25,"N",5,60
32,18,5,2,7,0,0,20,"N",20,60
32,18,5,2,7,0.05,0.05,20,"N",20,60
32,18,5,2,7,0.1,0.1,20,"N",20,60
32,18,5,2,7,0.15,0.15,20,"N",20,60
32,18,5,2,7,0.2,0.2,20,"N",20,60
32,18,5,2,7,0.25,0.25,20,"N",20,60
32,18,5,2,7,0.3,0.3,20,"N",20,60
32,18,5,2,7,0.35,0.35,20,"N",20,60
31,18,5,2,6,0.4,0.4,20,"N",20,60
31,18,5,2,6,0.45,0.45,20,"N",20,60
31,18,5,2,6,0.5,0.5,20,"N",20,60
7,6,1,0,0,0,0,25,"N",20,60
6,6,0,0,0,0.05,0.05,25,"N",20,60
6,6,0,0,0,0.1,0.1,25,"N",20,60
6,6,0,0,0,0.15,0.15,25,"N",20,60
5,5,0,0,0,0.2,0.2,25,"N",20,60
5,5,0,0,0,0.25,0.25,25,"N",20,60
5,5,0,0,0,0.3,0.3,25,"N",20,60
5,5,0,0,0,0.35,0.35,25,"N",20,60
5,5,0,0,0,0.4,0.4,25,"N",20,60
5,5,0,0,0,0.45,0.45,25,"N",20,60
4,4,0,0,0,0.5,0.5,25,"N",20,60
36,15,8,5,8,0,0,20,"C",1,60
35,15,8,5,7,0.05,0.05,20,"C",1,60
34,15,8,5,6,0.1,0.1,20,"C",1,60
34,15,8,5,6,0.15,0.15,20,"C",1,60
34,15,8,5,6,0.2,0.2,20,"C",1,60
34,15,8,5,6,0.25,0.25,20,"C",1,60
34,15,8,5,6,0.3,0.3,20,"C",1,60
34,15,8,5,6,0.35,0.35,20,"C",1,60
34,15,8,5,6,0.4,0.4,20,"C",1,60
34,15,8,5,6,0.45,0.45,20,"C",1,60
34,15,8,5,6,0.5,0.5,20,"C",1,60
59,19,14,12,14,0,0,25,"C",1,60
59,19,14,12,14,0.05,0.05,25,"C",1,60
59,19,14,12,14,0.1,0.1,25,"C",1,60
59,19,14,12,14,0.15,0.15,25,"C",1,60
59,19,14,12,14,0.2,0.2,25,"C",1,60
59,19,14,12,14,0.25,0.25,25,"C",1,60
59,19,14,12,14,0.3,0.3,25,"C",1,60
59,19,14,12,14,0.35,0.35,25,"C",1,60
59,19,14,12,14,0.4,0.4,25,"C",1,60
59,19,14,12,14,0.45,0.45,25,"C",1,60
59,19,14,12,14,0.5,0.5,25,"C",1,60
17,14,1,0,2,0,0,20,"C",2,60
17,14,1,0,2,0.05,0.05,20,"C",2,60
17,14,1,0,2,0.1,0.1,20,"C",2,60
16,14,1,0,1,0.15,0.15,20,"C",2,60
16,14,1,0,1,0.2,0.2,20,"C",2,60
16,14,1,0,1,0.25,0.25,20,"C",2,60
15,14,1,0,0,0.3,0.3,20,"C",2,60
15,14,1,0,0,0.35,0.35,20,"C",2,60
14,14,0,0,0,0.4,0.4,20,"C",2,60
14,14,0,0,0,0.45,0.45,20,"C",2,60
13,13,0,0,0,0.5,0.5,20,"C",2,60
43,15,10,8,10,0,0,25,"C",2,60
43,15,10,8,10,0.05,0.05,25,"C",2,60
43,15,10,8,10,0.1,0.1,25,"C",2,60
43,15,10,8,10,0.15,0.15,25,"C",2,60
43,15,10,8,10,0.2,0.2,25,"C",2,60
43,15,10,8,10,0.25,0.25,25,"C",2,60
43,15,10,8,10,0.3,0.3,25,"C",2,60
43,15,10,8,10,0.35,0.35,25,"C",2,60
43,15,10,8,10,0.4,0.4,25,"C",2,60
43,15,10,8,10,0.45,0.45,25,"C",2,60
43,15,10,8,10,0.5,0.5,25,"C",2,60
5,5,0,0,0,0,0,20,"C",5,60
5,5,0,0,0,0.05,0.05,20,"C",5,60
5,5,0,0,0,0.1,0.1,20,"C",5,60
5,5,0,0,0,0.15,0.15,20,"C",5,60
5,5,0,0,0,0.2,0.2,20,"C",5,60
5,5,0,0,0,0.25,0.25,20,"C",5,60
5,5,0,0,0,0.3,0.3,20,"C",5,60
5,5,0,0,0,0.35,0.35,20,"C",5,60
5,5,0,0,0,0.4,0.4,20,"C",5,60
5,5,0,0,0,0.45,0.45,20,"C",5,60
5,5,0,0,0,0.5,0.5,20,"C",5,60
10,10,0,0,0,0,0,25,"C",5,60
10,10,0,0,0,0.05,0.05,25,"C",5,60
10,10,0,0,0,0.1,0.1,25,"C",5,60
10,10,0,0,0,0.15,0.15,25,"C",5,60
10,10,0,0,0,0.2,0.2,25,"C",5,60
10,10,0,0,0,0.25,0.25,25,"C",5,60
10,10,0,0,0,0.3,0.3,25,"C",5,60
10,10,0,0,0,0.35,0.35,25,"C",5,60
10,10,0,0,0,0.4,0.4,25,"C",5,60
10,10,0,0,0,0.45,0.45,25,"C",5,60
10,10,0,0,0,0.5,0.5,25,"C",5,60
32,19,4,2,7,0,0,20,"C",20,60
32,19,4,2,7,0.05,0.05,20,"C",20,60
32,19,4,2,7,0.1,0.1,20,"C",20,60
32,19,4,2,7,0.15,0.15,20,"C",20,60
32,19,4,2,7,0.2,0.2,20,"C",20,60
32,19,4,2,7,0.25,0.25,20,"C",20,60
32,19,4,2,7,0.3,0.3,20,"C",20,60
31,19,4,2,6,0.35,0.35,20,"C",20,60
30,19,3,2,6,0.4,0.4,20,"C",20,60
30,19,3,2,6,0.45,0.45,20,"C",20,60
31,19,3,3,6,0.5,0.5,20,"C",20,60
26,14,4,3,5,0,0,25,"C",20,60
26,14,4,3,5,0.05,0.05,25,"C",20,60
26,14,4,3,5,0.1,0.1,25,"C",20,60
26,14,4,3,5,0.15,0.15,25,"C",20,60
26,14,4,3,5,0.2,0.2,25,"C",20,60
28,14,4,5,5,0.25,0.25,25,"C",20,60
28,14,4,5,5,0.3,0.3,25,"C",20,60
28,14,4,5,5,0.35,0.35,25,"C",20,60
28,14,4,5,5,0.4,0.4,25,"C",20,60
28,14,4,5,5,0.45,0.45,25,"C",20,60
28,14,4,5,5,0.5,0.5,25,"C",20,60
34,14,5,9,6,0,0,20,"C.N",1,60
34,14,5,9,6,0.05,0.05,20,"C.N",1,60
35,14,5,10,6,0.1,0.1,20,"C.N",1,60
35,14,5,10,6,0.15,0.15,20,"C.N",1,60
35,14,5,10,6,0.2,0.2,20,"C.N",1,60
35,14,5,10,6,0.25,0.25,20,"C.N",1,60
35,14,5,10,6,0.3,0.3,20,"C.N",1,60
35,14,5,10,6,0.35,0.35,20,"C.N",1,60
35,14,5,10,6,0.4,0.4,20,"C.N",1,60
36,14,5,10,7,0.45,0.45,20,"C.N",1,60
36,14,5,10,7,0.5,0.5,20,"C.N",1,60
57,18,13,12,14,0,0,25,"C.N",1,60
57,18,13,12,14,0.05,0.05,25,"C.N",1,60
57,18,13,12,14,0.1,0.1,25,"C.N",1,60
57,18,13,12,14,0.15,0.15,25,"C.N",1,60
57,18,13,12,14,0.2,0.2,25,"C.N",1,60
57,18,13,12,14,0.25,0.25,25,"C.N",1,60
57,18,13,12,14,0.3,0.3,25,"C.N",1,60
57,18,13,12,14,0.35,0.35,25,"C.N",1,60
57,18,13,12,14,0.4,0.4,25,"C.N",1,60
57,18,13,12,14,0.45,0.45,25,"C.N",1,60
57,18,13,12,14,0.5,0.5,25,"C.N",1,60
9,9,0,0,0,0,0,20,"C.N",2,60
8,8,0,0,0,0.05,0.05,20,"C.N",2,60
8,8,0,0,0,0.1,0.1,20,"C.N",2,60
8,8,0,0,0,0.15,0.15,20,"C.N",2,60
8,8,0,0,0,0.2,0.2,20,"C.N",2,60
8,8,0,0,0,0.25,0.25,20,"C.N",2,60
8,8,0,0,0,0.3,0.3,20,"C.N",2,60
8,8,0,0,0,0.35,0.35,20,"C.N",2,60
8,8,0,0,0,0.4,0.4,20,"C.N",2,60
8,8,0,0,0,0.45,0.45,20,"C.N",2,60
8,8,0,0,0,0.5,0.5,20,"C.N",2,60
47,15,10,10,12,0,0,25,"C.N",2,60
47,15,10,10,12,0.05,0.05,25,"C.N",2,60
47,15,10,10,12,0.1,0.1,25,"C.N",2,60
47,15,10,10,12,0.15,0.15,25,"C.N",2,60
47,15,10,10,12,0.2,0.2,25,"C.N",2,60
47,15,10,10,12,0.25,0.25,25,"C.N",2,60
47,15,10,10,12,0.3,0.3,25,"C.N",2,60
47,15,10,10,12,0.35,0.35,25,"C.N",2,60
47,15,10,10,12,0.4,0.4,25,"C.N",2,60
47,15,10,10,12,0.45,0.45,25,"C.N",2,60
47,15,10,10,12,0.5,0.5,25,"C.N",2,60
22,14,3,1,4,0,0,20,"C.N",5,60
21,14,2,1,4,0.05,0.05,20,"C.N",5,60
21,14,2,1,4,0.1,0.1,20,"C.N",5,60
21,14,2,1,4,0.15,0.15,20,"C.N",5,60
21,14,2,1,4,0.2,0.2,20,"C.N",5,60
21,14,2,1,4,0.25,0.25,20,"C.N",5,60
20,14,2,0,4,0.3,0.3,20,"C.N",5,60
20,14,2,0,4,0.35,0.35,20,"C.N",5,60
20,14,2,0,4,0.4,0.4,20,"C.N",5,60
19,13,2,0,4,0.45,0.45,20,"C.N",5,60
17,11,2,0,4,0.5,0.5,20,"C.N",5,60
11,11,0,0,0,0,0,25,"C.N",5,60
10,10,0,0,0,0.05,0.05,25,"C.N",5,60
10,10,0,0,0,0.1,0.1,25,"C.N",5,60
10,10,0,0,0,0.15,0.15,25,"C.N",5,60
10,10,0,0,0,0.2,0.2,25,"C.N",5,60
10,10,0,0,0,0.25,0.25,25,"C.N",5,60
10,10,0,0,0,0.3,0.3,25,"C.N",5,60
10,10,0,0,0,0.35,0.35,25,"C.N",5,60
10,10,0,0,0,0.4,0.4,25,"C.N",5,60
10,10,0,0,0,0.45,0.45,25,"C.N",5,60
10,10,0,0,0,0.5,0.5,25,"C.N",5,60
15,15,0,0,0,0,0,20,"C.N",20,60
15,15,0,0,0,0.05,0.05,20,"C.N",20,60
15,15,0,0,0,0.1,0.1,20,"C.N",20,60
15,15,0,0,0,0.15,0.15,20,"C.N",20,60
15,15,0,0,0,0.2,0.2,20,"C.N",20,60
14,14,0,0,0,0.25,0.25,20,"C.N",20,60
13,13,0,0,0,0.3,0.3,20,"C.N",20,60
12,12,0,0,0,0.35,0.35,20,"C.N",20,60
12,12,0,0,0,0.4,0.4,20,"C.N",20,60
8,8,0,0,0,0.45,0.45,20,"C.N",20,60
7,7,0,0,0,0.5,0.5,20,"C.N",20,60
15,15,0,0,0,0,0,25,"C.N",20,60
15,15,0,0,0,0.05,0.05,25,"C.N",20,60
15,15,0,0,0,0.1,0.1,25,"C.N",20,60
15,15,0,0,0,0.15,0.15,25,"C.N",20,60
15,15,0,0,0,0.2,0.2,25,"C.N",20,60
15,15,0,0,0,0.25,0.25,25,"C.N",20,60
15,15,0,0,0,0.3,0.3,25,"C.N",20,60
15,15,0,0,0,0.35,0.35,25,"C.N",20,60
15,15,0,0,0,0.4,0.4,25,"C.N",20,60
15,15,0,0,0,0.45,0.45,25,"C.N",20,60
15,15,0,0,0,0.5,0.5,25,"C.N",20,60
28,14,5,2,7,0,0,20,"N.D",1,60
27,14,5,1,7,0.05,0.05,20,"N.D",1,60
28,14,5,1,8,0.1,0.1,20,"N.D",1,60
29,14,5,1,9,0.15,0.15,20,"N.D",1,60
29,14,5,1,9,0.2,0.2,20,"N.D",1,60
29,14,5,1,9,0.25,0.25,20,"N.D",1,60
30,14,5,1,10,0.3,0.3,20,"N.D",1,60
31,14,7,1,9,0.35,0.35,20,"N.D",1,60
33,15,7,2,9,0.4,0.4,20,"N.D",1,60
33,15,7,2,9,0.45,0.45,20,"N.D",1,60
38,15,10,3,10,0.5,0.5,20,"N.D",1,60
59,19,14,12,14,0,0,25,"N.D",1,60
59,19,14,12,14,0.05,0.05,25,"N.D",1,60
59,19,14,12,14,0.1,0.1,25,"N.D",1,60
59,19,14,12,14,0.15,0.15,25,"N.D",1,60
59,19,14,12,14,0.2,0.2,25,"N.D",1,60
59,19,14,12,14,0.25,0.25,25,"N.D",1,60
59,19,14,12,14,0.3,0.3,25,"N.D",1,60
59,19,14,12,14,0.35,0.35,25,"N.D",1,60
59,19,14,12,14,0.4,0.4,25,"N.D",1,60
59,19,14,12,14,0.45,0.45,25,"N.D",1,60
59,19,14,12,14,0.5,0.5,25,"N.D",1,60
23,12,4,1,6,0,0,20,"N.D",2,60
23,12,4,1,6,0.05,0.05,20,"N.D",2,60
23,13,3,1,6,0.1,0.1,20,"N.D",2,60
23,13,3,1,6,0.15,0.15,20,"N.D",2,60
22,13,3,1,5,0.2,0.2,20,"N.D",2,60
22,13,3,1,5,0.25,0.25,20,"N.D",2,60
21,13,3,1,4,0.3,0.3,20,"N.D",2,60
21,13,3,1,4,0.35,0.35,20,"N.D",2,60
21,13,3,1,4,0.4,0.4,20,"N.D",2,60
20,13,3,1,3,0.45,0.45,20,"N.D",2,60
19,13,2,1,3,0.5,0.5,20,"N.D",2,60
36,12,8,8,8,0,0,25,"N.D",2,60
37,13,8,8,8,0.05,0.05,25,"N.D",2,60
36,13,8,7,8,0.1,0.1,25,"N.D",2,60
40,16,8,7,9,0.15,0.15,25,"N.D",2,60
39,16,8,7,8,0.2,0.2,25,"N.D",2,60
38,16,8,7,7,0.25,0.25,25,"N.D",2,60
38,16,8,7,7,0.3,0.3,25,"N.D",2,60
39,16,8,7,8,0.35,0.35,25,"N.D",2,60
38,16,8,6,8,0.4,0.4,25,"N.D",2,60
38,16,8,6,8,0.45,0.45,25,"N.D",2,60
37,16,7,6,8,0.5,0.5,25,"N.D",2,60
13,13,0,0,0,0,0,20,"N.D",5,60
13,13,0,0,0,0.05,0.05,20,"N.D",5,60
13,13,0,0,0,0.1,0.1,20,"N.D",5,60
13,13,0,0,0,0.15,0.15,20,"N.D",5,60
14,14,0,0,0,0.2,0.2,20,"N.D",5,60
14,14,0,0,0,0.25,0.25,20,"N.D",5,60
14,14,0,0,0,0.3,0.3,20,"N.D",5,60
14,14,0,0,0,0.35,0.35,20,"N.D",5,60
14,14,0,0,0,0.4,0.4,20,"N.D",5,60
14,14,0,0,0,0.45,0.45,20,"N.D",5,60
14,14,0,0,0,0.5,0.5,20,"N.D",5,60
15,11,2,1,1,0,0,25,"N.D",5,60
15,11,2,1,1,0.05,0.05,25,"N.D",5,60
15,11,2,1,1,0.1,0.1,25,"N.D",5,60
15,11,2,1,1,0.15,0.15,25,"N.D",5,60
16,12,2,1,1,0.2,0.2,25,"N.D",5,60
16,12,2,1,1,0.25,0.25,25,"N.D",5,60
16,12,2,1,1,0.3,0.3,25,"N.D",5,60
17,13,2,1,1,0.35,0.35,25,"N.D",5,60
17,13,2,1,1,0.4,0.4,25,"N.D",5,60
17,14,1,1,1,0.45,0.45,25,"N.D",5,60
17,14,1,1,1,0.5,0.5,25,"N.D",5,60
19,16,0,0,3,0,0,20,"N.D",20,60
18,16,0,0,2,0.05,0.05,20,"N.D",20,60
19,16,0,1,2,0.1,0.1,20,"N.D",20,60
19,16,0,1,2,0.15,0.15,20,"N.D",20,60
19,16,0,1,2,0.2,0.2,20,"N.D",20,60
19,16,0,1,2,0.25,0.25,20,"N.D",20,60
19,16,0,1,2,0.3,0.3,20,"N.D",20,60
19,16,0,1,2,0.35,0.35,20,"N.D",20,60
20,16,0,2,2,0.4,0.4,20,"N.D",20,60
20,16,0,2,2,0.45,0.45,20,"N.D",20,60
21,16,0,3,2,0.5,0.5,20,"N.D",20,60
21,14,3,1,3,0,0,25,"N.D",20,60
21,14,3,1,3,0.05,0.05,25,"N.D",20,60
21,14,3,1,3,0.1,0.1,25,"N.D",20,60
21,14,3,1,3,0.15,0.15,25,"N.D",20,60
21,14,3,1,3,0.2,0.2,25,"N.D",20,60
21,14,3,1,3,0.25,0.25,25,"N.D",20,60
22,15,3,1,3,0.3,0.3,25,"N.D",20,60
22,15,3,1,3,0.35,0.35,25,"N.D",20,60
22,15,3,1,3,0.4,0.4,25,"N.D",20,60
22,15,3,1,3,0.45,0.45,25,"N.D",20,60
22,15,3,1,3,0.5,0.5,25,"N.D",20,60
42,17,10,7,8,0,0,20,"N",1,61
42,17,10,7,8,0.05,0.05,20,"N",1,61
42,17,10,7,8,0.1,0.1,20,"N",1,61
42,17,10,7,8,0.15,0.15,20,"N",1,61
41,16,10,7,8,0.2,0.2,20,"N",1,61
40,16,10,6,8,0.25,0.25,20,"N",1,61
41,16,11,6,8,0.3,0.3,20,"N",1,61
41,16,11,6,8,0.35,0.35,20,"N",1,61
41,16,11,6,8,0.4,0.4,20,"N",1,61
42,16,12,6,8,0.45,0.45,20,"N",1,61
42,16,12,6,8,0.5,0.5,20,"N",1,61
58,18,17,7,16,0,0,25,"N",1,61
58,18,17,7,16,0.05,0.05,25,"N",1,61
58,18,17,7,16,0.1,0.1,25,"N",1,61
58,18,17,7,16,0.15,0.15,25,"N",1,61
58,18,17,7,16,0.2,0.2,25,"N",1,61
58,18,17,7,16,0.25,0.25,25,"N",1,61
58,18,17,7,16,0.3,0.3,25,"N",1,61
58,18,17,7,16,0.35,0.35,25,"N",1,61
58,18,17,7,16,0.4,0.4,25,"N",1,61
58,18,17,7,16,0.45,0.45,25,"N",1,61
58,18,17,7,16,0.5,0.5,25,"N",1,61
27,15,3,4,5,0,0,20,"N",2,61
27,15,3,4,5,0.05,0.05,20,"N",2,61
27,15,3,4,5,0.1,0.1,20,"N",2,61
27,15,3,4,5,0.15,0.15,20,"N",2,61
27,15,3,4,5,0.2,0.2,20,"N",2,61
27,15,3,4,5,0.25,0.25,20,"N",2,61
26,14,3,4,5,0.3,0.3,20,"N",2,61
24,13,2,4,5,0.35,0.35,20,"N",2,61
24,13,2,4,5,0.4,0.4,20,"N",2,61
25,13,3,4,5,0.45,0.45,20,"N",2,61
26,13,4,4,5,0.5,0.5,20,"N",2,61
58,18,17,7,16,0,0,25,"N",2,61
58,18,17,7,16,0.05,0.05,25,"N",2,61
58,18,17,7,16,0.1,0.1,25,"N",2,61
58,18,17,7,16,0.15,0.15,25,"N",2,61
58,18,17,7,16,0.2,0.2,25,"N",2,61
58,18,17,7,16,0.25,0.25,25,"N",2,61
58,18,17,7,16,0.3,0.3,25,"N",2,61
58,18,17,7,16,0.35,0.35,25,"N",2,61
58,18,17,7,16,0.4,0.4,25,"N",2,61
58,18,17,7,16,0.45,0.45,25,"N",2,61
58,18,17,7,16,0.5,0.5,25,"N",2,61
28,14,7,2,5,0,0,20,"N",5,61
27,14,7,2,4,0.05,0.05,20,"N",5,61
24,13,7,1,3,0.1,0.1,20,"N",5,61
23,12,7,1,3,0.15,0.15,20,"N",5,61
23,12,7,1,3,0.2,0.2,20,"N",5,61
22,12,7,1,2,0.25,0.25,20,"N",5,61
21,12,7,0,2,0.3,0.3,20,"N",5,61
20,12,8,0,0,0.35,0.35,20,"N",5,61
20,12,8,0,0,0.4,0.4,20,"N",5,61
21,12,9,0,0,0.45,0.45,20,"N",5,61
21,12,9,0,0,0.5,0.5,20,"N",5,61
59,19,17,7,16,0,0,25,"N",5,61
59,19,17,7,16,0.05,0.05,25,"N",5,61
59,19,17,7,16,0.1,0.1,25,"N",5,61
59,19,17,7,16,0.15,0.15,25,"N",5,61
59,19,17,7,16,0.2,0.2,25,"N",5,61
59,19,17,7,16,0.25,0.25,25,"N",5,61
59,19,17,7,16,0.3,0.3,25,"N",5,61
59,19,17,7,16,0.35,0.35,25,"N",5,61
59,19,17,7,16,0.4,0.4,25,"N",5,61
59,19,17,7,16,0.45,0.45,25,"N",5,61
59,19,17,7,16,0.5,0.5,25,"N",5,61
14,14,0,0,0,0,0,20,"N",20,61
14,14,0,0,0,0.05,0.05,20,"N",20,61
14,14,0,0,0,0.1,0.1,20,"N",20,61
14,14,0,0,0,0.15,0.15,20,"N",20,61
14,14,0,0,0,0.2,0.2,20,"N",20,61
14,14,0,0,0,0.25,0.25,20,"N",20,61
14,14,0,0,0,0.3,0.3,20,"N",20,61
14,14,0,0,0,0.35,0.35,20,"N",20,61
14,14,0,0,0,0.4,0.4,20,"N",20,61
15,14,0,1,0,0.45,0.45,20,"N",20,61
14,13,0,1,0,0.5,0.5,20,"N",20,61
59,19,17,7,16,0,0,25,"N",20,61
59,19,17,7,16,0.05,0.05,25,"N",20,61
59,19,17,7,16,0.1,0.1,25,"N",20,61
59,19,17,7,16,0.15,0.15,25,"N",20,61
59,19,17,7,16,0.2,0.2,25,"N",20,61
59,19,17,7,16,0.25,0.25,25,"N",20,61
59,19,17,7,16,0.3,0.3,25,"N",20,61
59,19,17,7,16,0.35,0.35,25,"N",20,61
59,19,17,7,16,0.4,0.4,25,"N",20,61
59,19,17,7,16,0.45,0.45,25,"N",20,61
59,19,17,7,16,0.5,0.5,25,"N",20,61
34,14,8,4,8,0,0,20,"C",1,61
35,14,9,4,8,0.05,0.05,20,"C",1,61
35,14,9,4,8,0.1,0.1,20,"C",1,61
36,14,9,5,8,0.15,0.15,20,"C",1,61
36,14,9,5,8,0.2,0.2,20,"C",1,61
36,14,10,5,7,0.25,0.25,20,"C",1,61
36,14,10,5,7,0.3,0.3,20,"C",1,61
36,14,10,5,7,0.35,0.35,20,"C",1,61
36,14,10,5,7,0.4,0.4,20,"C",1,61
35,14,10,5,6,0.45,0.45,20,"C",1,61
35,14,10,5,6,0.5,0.5,20,"C",1,61
56,18,17,6,15,0,0,25,"C",1,61
56,18,17,6,15,0.05,0.05,25,"C",1,61
56,18,17,6,15,0.1,0.1,25,"C",1,61
56,18,17,6,15,0.15,0.15,25,"C",1,61
56,18,17,6,15,0.2,0.2,25,"C",1,61
56,18,17,6,15,0.25,0.25,25,"C",1,61
56,18,17,6,15,0.3,0.3,25,"C",1,61
56,18,17,6,15,0.35,0.35,25,"C",1,61
56,18,17,6,15,0.4,0.4,25,"C",1,61
56,18,17,6,15,0.45,0.45,25,"C",1,61
56,18,17,6,15,0.5,0.5,25,"C",1,61
14,13,0,1,0,0,0,20,"C",2,61
14,13,0,1,0,0.05,0.05,20,"C",2,61
14,13,0,1,0,0.1,0.1,20,"C",2,61
14,13,0,1,0,0.15,0.15,20,"C",2,61
14,13,0,1,0,0.2,0.2,20,"C",2,61
14,13,0,1,0,0.25,0.25,20,"C",2,61
14,13,0,1,0,0.3,0.3,20,"C",2,61
14,13,0,1,0,0.35,0.35,20,"C",2,61
14,13,0,1,0,0.4,0.4,20,"C",2,61
14,13,0,1,0,0.45,0.45,20,"C",2,61
14,13,0,1,0,0.5,0.5,20,"C",2,61
58,18,17,7,16,0,0,25,"C",2,61
58,18,17,7,16,0.05,0.05,25,"C",2,61
58,18,17,7,16,0.1,0.1,25,"C",2,61
58,18,17,7,16,0.15,0.15,25,"C",2,61
58,18,17,7,16,0.2,0.2,25,"C",2,61
58,18,17,7,16,0.25,0.25,25,"C",2,61
58,18,17,7,16,0.3,0.3,25,"C",2,61
58,18,17,7,16,0.35,0.35,25,"C",2,61
58,18,17,7,16,0.4,0.4,25,"C",2,61
58,18,17,7,16,0.45,0.45,25,"C",2,61
58,18,17,7,16,0.5,0.5,25,"C",2,61
39,16,6,6,11,0,0,20,"C",5,61
39,16,6,6,11,0.05,0.05,20,"C",5,61
39,16,6,6,11,0.1,0.1,20,"C",5,61
39,16,6,6,11,0.15,0.15,20,"C",5,61
39,16,6,6,11,0.2,0.2,20,"C",5,61
39,16,6,6,11,0.25,0.25,20,"C",5,61
39,16,6,6,11,0.3,0.3,20,"C",5,61
39,16,6,6,11,0.35,0.35,20,"C",5,61
39,16,6,6,11,0.4,0.4,20,"C",5,61
39,16,6,6,11,0.45,0.45,20,"C",5,61
39,16,6,6,11,0.5,0.5,20,"C",5,61
58,18,17,7,16,0,0,25,"C",5,61
58,18,17,7,16,0.05,0.05,25,"C",5,61
57,17,17,7,16,0.1,0.1,25,"C",5,61
57,17,17,7,16,0.15,0.15,25,"C",5,61
56,17,17,6,16,0.2,0.2,25,"C",5,61
56,17,17,6,16,0.25,0.25,25,"C",5,61
56,17,17,6,16,0.3,0.3,25,"C",5,61
56,17,17,6,16,0.35,0.35,25,"C",5,61
56,17,17,6,16,0.4,0.4,25,"C",5,61
57,17,17,7,16,0.45,0.45,25,"C",5,61
56,17,17,6,16,0.5,0.5,25,"C",5,61
16,16,0,0,0,0,0,20,"C",20,61
16,16,0,0,0,0.05,0.05,20,"C",20,61
16,16,0,0,0,0.1,0.1,20,"C",20,61
16,16,0,0,0,0.15,0.15,20,"C",20,61
16,16,0,0,0,0.2,0.2,20,"C",20,61
16,16,0,0,0,0.25,0.25,20,"C",20,61
16,16,0,0,0,0.3,0.3,20,"C",20,61
16,16,0,0,0,0.35,0.35,20,"C",20,61
16,16,0,0,0,0.4,0.4,20,"C",20,61
16,16,0,0,0,0.45,0.45,20,"C",20,61
16,16,0,0,0,0.5,0.5,20,"C",20,61
17,17,0,0,0,0,0,25,"C",20,61
17,17,0,0,0,0.05,0.05,25,"C",20,61
19,17,0,1,1,0.1,0.1,25,"C",20,61
19,17,0,1,1,0.15,0.15,25,"C",20,61
19,17,0,1,1,0.2,0.2,25,"C",20,61
19,17,0,1,1,0.25,0.25,25,"C",20,61
19,17,0,1,1,0.3,0.3,25,"C",20,61
19,17,0,1,1,0.35,0.35,25,"C",20,61
19,17,0,1,1,0.4,0.4,25,"C",20,61
19,17,0,1,1,0.45,0.45,25,"C",20,61
18,16,0,1,1,0.5,0.5,25,"C",20,61
40,16,9,6,9,0,0,20,"C.N",1,61
40,16,9,6,9,0.05,0.05,20,"C.N",1,61
NA,NA,NA,NA,NA,NA,0.1,20,"C.N",1,61
42,16,10,6,10,0.15,0.15,20,"C.N",1,61
NA,NA,NA,NA,NA,NA,0.2,20,"C.N",1,61
45,17,11,6,11,0.25,0.25,20,"C.N",1,61
45,17,11,6,11,0.3,0.3,20,"C.N",1,61
45,17,11,6,11,0.35,0.35,20,"C.N",1,61
NA,NA,NA,NA,NA,NA,0.4,20,"C.N",1,61
38,13,11,4,10,0.45,0.45,20,"C.N",1,61
38,13,11,4,10,0.5,0.5,20,"C.N",1,61
59,19,17,7,16,0,0,25,"C.N",1,61
59,19,17,7,16,0.05,0.05,25,"C.N",1,61
59,19,17,7,16,0.1,0.1,25,"C.N",1,61
59,19,17,7,16,0.15,0.15,25,"C.N",1,61
59,19,17,7,16,0.2,0.2,25,"C.N",1,61
59,19,17,7,16,0.25,0.25,25,"C.N",1,61
59,19,17,7,16,0.3,0.3,25,"C.N",1,61
59,19,17,7,16,0.35,0.35,25,"C.N",1,61
